Recency,Frequency,Monetary,Cluster,Churn
64,28,496.44,1,0
51,243,5070.35,0,0
290,31,574.02,3,1
61,23,694.4000000000001,1,0
64,58,1174.35,1,0
96,12,205.3,1,1
274,19,310.47,3,1
1,2379,60767.9,2,0
75,47,924.85,1,0
110,1,52.0,1,1
199,24,327.97,3,1
64,37,570.5,1,0
327,1,165.0,3,1
4,33,312.62,0,0
284,16,204.5,3,1
44,36,267.13,1,0
71,95,2748.31,1,0
86,42,679.68,1,0
104,49,162.29,1,1
334,29,311.71,3,1
53,10,208.75,1,0
39,57,1049.7,0,0
32,13,714.96,0,0
366,35,1661.06,3,1
208,16,1028.56,3,1
157,99,351.67,1,1
54,36,173.97,1,0
66,86,574.07,1,0
81,17,2020.52,1,0
130,24,406.09,1,1
87,21,364.5,1,0
1,26,563.94,0,0
46,20,393.54,1,0
333,17,252.42000000000002,3,1
366,5,201.60000000000002,3,1
72,9,158.04,1,0
158,72,473.81,1,1
373,5,115.65,3,1
12,225,1960.1100000000001,0,0
255,63,777.02,3,1
29,14,277.05,0,0
31,519,2766.5,0,0
5,551,8347.2,0,0
40,13,427.93,1,0
362,7,418.92,3,1
373,16,326.0,3,1
96,29,913.19,1,1
26,114,2314.32,0,0
75,44,602.51,1,0
57,95,1877.59,0,0
21,4,446.94000000000005,0,0
41,94,2386.05,0,0
137,27,2007.3999999999999,1,1
8,132,2415.91,0,0
129,3,168.0,1,1
40,117,1233.3600000000001,0,0
169,194,3703.29,1,1
9,36,1690.2600000000002,0,0
214,8,596.85,3,1
15,302,5955.71,0,0
170,41,642.41,1,1
40,12,316.88,1,0
186,31,394.14,3,1
270,10,140.54,3,1
172,1,500.0,1,1
5,84,1535.53,0,0
16,12,231.86,0,0
10,85,2183.54,0,0
326,7,107.45,3,1
113,14,288.18,1,1
290,6,94.0,3,1
16,73,1345.53,0,0
1,50,815.77,0,0
92,12,716.2,1,1
149,42,626.77,1,1
189,8,349.1,3,1
31,53,510.71000000000004,0,0
34,153,1056.44,0,0
264,34,267.18,3,1
84,122,3450.84,1,0
26,99,1358.88,0,0
171,10,190.53,1,1
10,39,774.9000000000001,0,0
313,48,572.8100000000001,3,1
65,192,3984.32,0,0
85,28,508.8,1,0
25,8,135.86,0,0
59,53,950.36,1,0
323,6,97.7,3,1
38,2,43.5,1,0
254,17,383.34,3,1
19,292,1447.39,0,0
33,306,1483.14,0,0
15,6,93.78,0,0
27,82,397.35,0,0
23,10,171.19,0,0
214,41,533.3,3,1
8,55,1041.48,0,0
22,29,149.29,0,0
12,329,1122.53,0,0
262,45,200.16,3,1
131,25,156.57999999999998,1,1
55,62,383.68,1,0
249,2,594.0,3,1
2,382,3236.91,0,0
9,219,1418.26,0,0
264,5,113.5,3,1
331,9,155.17,3,1
313,28,494.64,3,1
26,60,974.52,0,0
30,30,429.84,0,0
30,58,538.73,0,0
2,286,1388.37,0,0
362,25,179.1,3,1
283,60,447.22,3,1
262,58,237.07,3,1
25,7,161.64,0,0
354,58,216.76,3,1
94,11,234.6,1,1
29,7,126.14,0,0
338,157,1048.85,3,1
20,97,7354.62,0,0
85,57,334.53,1,0
9,52,524.88,0,0
51,24,467.51,1,0
50,24,538.55,1,0
2,77,469.48,0,0
113,76,371.56,1,1
14,11,1771.2,0,0
77,29,454.10999999999996,1,0
40,46,1441.42,0,0
116,45,905.5,1,1
16,98,11054.96,0,0
161,88,233.81,1,1
1,188,3594.31,0,0
30,86,2575.0,0,0
93,2,91.32000000000001,1,1
23,50,1134.28,0,0
95,154,3100.09,1,1
28,35,659.4599999999999,0,0
33,297,2001.8,0,0
21,125,1299.23,0,0
18,15,1262.2,0,0
3,512,13316.4,0,0
8,68,1131.56,0,0
16,213,10384.93,0,0
363,70,147.09,3,1
81,13,52.83,1,0
53,97,3610.96,0,0
23,164,979.26,0,0
172,46,492.36,1,1
189,92,1000.27,3,1
331,1,250.0,3,1
12,160,909.23,0,0
156,7,121.0,1,1
33,308,14758.220000000001,0,0
12,178,4139.46,0,0
45,15,62.43,1,0
233,27,267.03,3,1
64,214,1942.45,0,0
2,18,343.5,0,0
40,185,3000.2,0,0
33,57,398.84,0,0
84,10,412.01000000000005,1,0
25,1,440.0,0,0
2,178,825.92,0,0
33,4,148.44,0,0
19,163,2429.78,0,0
254,26,229.33,3,1
23,672,3995.23,0,0
22,108,1502.35,0,0
8,228,2007.44,0,0
25,256,1580.93,0,0
19,83,807.57,0,0
173,75,536.4,1,1
163,24,110.92,1,1
7,41,538.46,0,0
11,15,213.3,0,0
114,29,85.13000000000001,1,1
288,28,127.86,3,1
9,259,3546.71,0,0
54,81,292.71999999999997,0,0
7,702,4954.84,0,0
77,115,1693.26,1,0
4,61,575.63,0,0
37,29,436.06,0,0
217,17,90.12,3,1
60,56,437.23,1,0
278,14,217.2,3,1
12,899,4805.17,0,0
24,31,279.77,0,0
29,20,473.65000000000003,0,0
12,27,800.59,0,0
352,1,134.55,3,1
22,113,1400.44,0,0
50,8,173.16,1,0
19,7,186.01,0,0
3,53,758.29,0,0
104,31,1375.71,1,1
7,323,4165.52,0,0
12,57,650.4300000000001,0,0
5,215,2552.86,0,0
32,104,607.45,0,0
178,168,702.25,1,1
38,45,940.6700000000001,0,0
151,39,258.88,1,1
162,13,127.1,1,1
69,51,348.6,1,0
121,150,3679.9700000000003,1,1
25,44,682.9100000000001,0,0
24,123,725.11,0,0
177,31,455.3,1,1
50,9,913.6800000000001,1,0
256,29,478.53000000000003,3,1
47,24,388.58,1,0
71,5,199.8,1,0
16,103,1771.78,0,0
101,77,1406.59,1,1
35,22,324.57,0,0
53,14,240.68,1,0
27,52,761.74,0,0
11,410,6776.56,0,0
8,47,1297.8700000000001,0,0
79,2,48.480000000000004,1,0
52,17,216.39,1,0
36,67,1198.23,0,0
61,77,2920.16,1,0
337,13,104.76,3,1
28,60,1093.68,0,0
184,16,298.48,1,1
52,6,112.46000000000001,1,0
10,43,1591.45,0,0
36,6,195.15,1,0
10,423,10399.74,0,0
33,45,776.851,0,0
11,3,336.40000000000003,0,0
57,100,1553.18,0,0
4,16,1293.03,0,0
43,185,3709.56,0,0
141,19,301.03,1,1
117,34,588.13,1,1
104,64,1534.26,1,1
75,49,675.8,1,0
5,155,2870.2400000000002,0,0
45,60,1186.35,0,0
16,167,3285.31,0,0
17,15,243.55,0,0
90,25,724.76,1,0
53,15,223.36,1,0
134,25,425.32,1,1
4,484,12515.66,0,0
105,119,1887.2,1,1
192,33,664.0,3,1
166,238,813.0,1,1
19,52,612.01,0,0
158,35,447.64000000000004,1,1
204,25,657.35,3,1
336,2,816.0,3,1
37,32,646.3,0,0
91,21,337.74,1,1
93,6,877.4399999999999,1,1
9,21,922.53,0,0
243,34,560.67,3,1
45,47,748.5,0,0
23,1,30.0,0,0
190,48,1024.1000000000001,3,1
44,11,306.45,1,0
25,90,1600.86,0,0
317,5,309.8,3,1
106,9,138.14,1,1
51,17,386.43,1,0
168,116,2242.01,1,1
40,13,301.32,1,0
218,1,76.32000000000001,3,1
40,33,684.34,0,0
297,12,173.05,3,1
19,78,2657.13,0,0
88,155,2881.02,1,0
73,114,2446.6,1,0
81,21,323.69,1,0
19,202,3435.76,0,0
49,33,657.23,1,0
53,12,352.7,1,0
24,110,781.28,0,0
9,78,1333.68,0,0
25,53,1426.16,0,0
117,10,193.75,1,1
9,166,2993.1,0,0
120,9,254.1,1,1
4,19,239.76,0,0
252,2,136.8,3,1
28,12,191.04,0,0
1,78,6479.4,0,0
267,22,409.98,3,1
33,171,2736.46,0,0
18,18,309.65,0,0
172,86,696.68,1,1
2,237,1542.14,0,0
265,5,211.5,3,1
140,117,2293.62,1,1
201,6,143.1,3,1
64,55,1060.56,1,0
35,214,945.58,0,0
41,288,3364.2400000000002,0,0
284,6,133.25,3,1
9,53,1072.3600000000001,0,0
143,19,356.7,1,1
12,35,330.88,0,0
146,118,1118.81,1,1
234,7,150.3,3,1
33,937,5045.61,0,0
24,128,598.73,0,0
12,91,507.08,0,0
36,69,2222.56,0,0
365,41,203.1,3,1
201,11,218.25,3,1
15,32,415.25,0,0
17,302,5178.96,0,0
213,5,85.0,3,1
66,70,1120.88,1,0
212,14,294.12,3,1
283,10,162.3,3,1
115,26,1339.45,1,1
15,72,1205.1200000000001,0,0
19,173,4812.42,0,0
66,8,449.12,1,0
49,9,154.88,1,0
16,88,784.46,0,0
78,3,34.8,1,0
19,62,1094.59,0,0
134,28,196.88,1,1
13,93,974.04,0,0
40,21,149.31,1,0
235,10,44534.3,3,1
3,293,2465.48,0,0
40,411,2637.38,0,0
305,1,79.2,3,1
51,28,458.57,1,0
10,141,2364.25,0,0
61,192,532.96,0,0
66,45,714.42,1,0
25,9,205.25,0,0
218,7,253.04,3,1
65,37,583.75,1,0
32,61,1086.92,0,0
88,180,3279.97,1,0
64,11,315.06,1,0
116,27,621.8299999999999,1,1
7,130,56252.72,0,0
6,10,635.6800000000001,0,0
69,25,270.8,1,0
245,7,104.9,3,1
133,18,241.62,1,1
241,21,1047.11,3,1
184,29,475.28000000000003,1,1
25,20,345.46,0,0
10,43,2614.7400000000002,0,0
11,14,246.3,0,0
33,83,2328.9700000000003,0,0
46,267,4932.2,0,0
26,206,948.05,0,0
358,25,351.3,3,1
10,35,220.85,0,0
44,75,1612.69,0,0
15,12,965.61,0,0
150,42,610.01,1,1
1,133,2711.56,0,0
113,8,2207.4,1,1
76,98,884.14,1,0
107,119,699.08,1,1
46,64,1063.95,0,0
143,1,451.42,1,1
51,8,415.82000000000005,1,0
1,263,4206.39,0,0
23,301,5528.4800000000005,0,0
46,31,784.58,1,0
50,48,903.9,1,0
306,208,3734.9700000000003,3,1
36,35,515.77,0,0
79,89,1391.98,1,0
22,133,2218.62,0,0
107,41,1801.14,1,1
208,40,1303.9099999999999,3,1
17,72,1945.33,0,0
64,49,2100.6,1,0
49,123,1905.45,0,0
320,17,206.98,3,1
44,62,570.96,0,0
3,33,885.47,0,0
372,1,15.0,3,1
172,20,532.94,1,1
56,68,1654.31,1,0
73,115,1836.0900000000001,1,0
99,51,636.14,1,1
38,39,576.0,0,0
58,68,801.76,1,0
254,54,836.79,3,1
70,273,2233.75,0,0
44,50,954.09,0,0
50,10,137.37,1,0
65,24,391.98,1,0
11,167,33643.08,0,0
33,62,1048.49,0,0
59,27,355.56,1,0
73,47,1224.06,1,0
304,8,118.95000000000002,3,1
46,11,130.73999999999998,1,0
18,138,3711.77,0,0
38,22,389.27,0,0
19,97,238.85,0,0
187,22,160.71,3,1
52,30,110.8,1,0
4,140,2974.65,0,0
137,80,712.24,1,1
4,645,16387.57,0,0
19,14,297.0,0,0
16,191,1438.85,0,0
41,142,977.21,0,0
12,546,3165.36,0,0
8,147,832.88,0,0
26,18,68.84,0,0
22,20,1936.3200000000002,0,0
41,40,895.13,0,0
101,45,230.53,1,1
5,461,3812.64,0,0
277,15,149.64,3,1
33,76,354.09000000000003,0,0
15,128,360.93,0,0
64,120,4405.88,0,0
2,129,493.28,0,0
369,105,343.28000000000003,3,1
312,29,501.39000000000004,3,1
199,23,516.36,3,1
2,49,396.48,0,0
93,18,379.35,1,1
60,12,181.09,1,0
81,12,168.31,1,0
157,93,446.87,1,1
227,62,524.52,3,1
253,41,263.55,3,1
150,11,179.17,1,1
194,24,222.05,3,1
1,86,1388.88,0,0
369,4,56.25,3,1
24,51,351.11,0,0
17,116,363.88,0,0
10,74,5126.76,0,0
8,30,164.68,0,0
20,150,1567.69,0,0
4,249,967.45,0,0
174,7,191.94,1,1
1,267,1232.18,0,0
178,19,264.62,1,1
16,155,1528.09,0,0
248,12,123.1,3,1
191,40,334.23,3,1
20,143,639.89,0,0
154,60,167.5,1,1
173,25,336.03000000000003,1,1
373,11,369.5,3,1
373,21,127.08,3,1
194,12,207.15,3,1
67,21,426.63,1,0
4,115,2495.87,0,0
21,74,1107.46,0,0
239,12,416.86,3,1
64,7,145.35,1,0
112,18,404.58,1,1
90,76,6115.01,1,0
311,1,35.8,3,1
134,14,337.44,1,1
277,6,325.1,3,1
365,2,181.0,3,1
83,29,1708.24,1,0
8,60,955.24,0,0
17,19,364.72,0,0
32,98,1765.51,0,0
9,41,708.22,0,0
34,91,806.57,0,0
15,98,1659.3799999999999,0,0
24,183,4416.26,0,0
32,42,428.89,0,0
74,7,104.35,1,0
20,28,470.76,0,0
17,122,845.64,0,0
23,84,418.83,0,0
3,20,666.1,0,0
304,11,314.1,3,1
18,35,4199.85,0,0
367,4,307.82000000000005,3,1
39,176,3442.15,0,0
84,24,371.01,1,0
165,98,430.94,1,1
17,65,1054.73,0,0
77,49,1098.78,1,0
89,43,2398.86,1,0
25,97,3408.48,0,0
22,113,1475.02,0,0
3,270,2837.67,0,0
123,37,1142.42,1,1
30,14,168.12,0,0
12,140,1451.28,0,0
19,27,158.03,0,0
44,52,792.11,0,0
4,3,41.989999999999995,0,0
9,552,2797.57,0,0
55,35,427.07,1,0
88,130,1060.68,1,0
37,506,3089.97,0,0
3,9,12393.7,0,0
30,103,2735.37,0,0
12,218,615.39,0,0
211,8,101.4,3,1
48,385,1701.94,0,0
24,33,478.78,0,0
22,90,992.71,0,0
246,86,407.5,3,1
8,212,3362.71,0,0
35,94,1415.29,0,0
4,139,37130.6,0,0
38,145,662.38,0,0
4,182,705.39,0,0
3,235,1508.76,0,0
47,32,211.88,1,0
39,28,408.90000000000003,0,0
47,160,3786.2400000000002,0,0
17,46,851.01,0,0
260,76,628.28,3,1
46,101,719.81,0,0
12,64,251.24,0,0
30,28,439.65999999999997,0,0
43,32,236.09,1,0
92,16,934.62,1,1
39,242,81024.84,0,0
310,29,331.24,3,1
92,100,548.94,1,1
6,1137,8816.4,0,0
196,22,437.7,3,1
87,55,758.92,1,0
270,39,855.02,3,1
8,26,471.78000000000003,0,0
65,65,1313.55,1,0
31,6,3166.4,0,0
22,71,1197.27,0,0
38,39,773.99,0,0
120,83,1340.7,1,1
373,8,256.44,3,1
40,312,1111.79,0,0
174,10,137.9,1,1
54,34,362.06,1,0
33,84,1511.95,0,0
145,70,783.9,1,1
221,8,134.8,3,1
45,68,664.85,0,0
16,121,2263.12,0,0
66,180,1459.8600000000001,0,0
10,64,1153.62,0,0
260,23,335.32,3,1
365,74,372.09,3,1
17,102,1521.87,0,0
22,33,852.15,0,0
45,21,326.24,1,0
288,23,584.3199999999999,3,1
297,1,122.39999999999999,3,1
3,129,2234.73,0,0
284,1,79.2,3,1
17,21,1352.0,0,0
82,10,217.16,1,0
56,227,2806.9,0,0
101,31,1317.62,1,1
299,38,436.18,3,1
23,167,981.51,0,0
59,39,1121.39,1,0
155,18,315.06,1,1
115,51,817.86,1,1
107,1,17.0,1,1
12,63,1078.23,0,0
264,12,320.62,3,1
240,10,185.04999999999998,3,1
88,67,2005.63,1,0
50,39,731.9,1,0
71,76,1290.7,1,0
42,57,1842.14,0,0
7,48,1429.64,0,0
62,29,302.36,1,0
249,13,336.96,3,1
66,6,108.38,1,0
18,31,3204.1600000000003,0,0
85,48,842.5,1,0
219,18,611.88,3,1
45,354,1337.48,0,0
143,16,195.73999999999998,1,1
183,30,161.38,1,1
171,8,135.75000000000003,1,1
10,284,1667.97,0,0
212,34,612.78,3,1
190,30,232.21,3,1
8,16,423.36,0,0
59,30,1309.14,1,0
57,212,867.11,0,0
73,38,684.4200000000001,1,0
52,16,307.78,1,0
317,11,249.0,3,1
367,13,289.35,3,1
29,117,6287.77,0,0
39,40,656.25,0,0
18,89,1880.22,0,0
52,78,3506.54,0,0
4,339,14589.04,0,0
22,35,618.09,0,0
263,21,517.55,3,1
60,37,709.38,1,0
19,31,635.41,0,0
66,35,725.18,1,0
88,30,620.4,1,0
250,37,535.34,3,1
3,117,2424.94,0,0
247,1,175.2,3,1
9,224,3799.4900000000002,0,0
157,29,734.13,1,1
134,22,375.0,1,1
296,1,76.32000000000001,3,1
5,18,280.52,0,0
43,117,2053.02,0,0
269,29,1829.04,3,1
50,89,1824.23,0,0
9,130,3122.04,0,0
16,18,656.69,0,0
282,14,348.2,3,1
65,20,1025.44,1,0
2,474,5575.56,0,0
252,2,37.4,3,1
232,6,856.6,3,1
17,34,822.48,0,0
11,98,3787.6,0,0
8,85,1822.97,0,0
51,125,1885.05,0,0
59,3,73.2,1,0
95,69,1140.21,1,1
16,84,1418.32,0,0
126,23,1009.5500000000001,1,1
94,58,1037.59,1,1
50,15,331.95,1,0
138,8,197.9,1,1
61,11,215.83,1,0
100,162,10254.18,0,1
73,11,305.54,1,0
72,28,6617.65,1,0
67,15,338.71000000000004,1,0
64,45,1158.79,1,0
17,31,529.41,0,0
23,218,4006.94,0,0
32,295,6911.4400000000005,0,0
45,67,981.86,0,0
16,11,215.48,0,0
40,6,215.08,1,0
3,134,5180.52,0,0
237,19,314.45,3,1
75,15,400.68100000000004,1,0
4,179,1080.6200000000001,0,0
3,111,1863.47,0,0
361,18,365.27,3,1
59,35,592.9,1,0
23,57,405.71,0,0
31,98,761.38,0,0
55,63,537.0600000000001,1,0
25,19,394.38,0,0
45,66,664.26,0,0
89,46,2262.62,1,0
2,123,21086.3,0,0
89,23,547.02,1,0
19,41,690.34,0,0
79,6,159.0,1,0
171,44,1062.75,1,1
81,14,242.35,1,0
267,37,914.9300000000001,3,1
235,15,304.25,3,1
30,84,3084.68,0,0
37,97,864.86,0,0
318,137,846.72,3,1
57,96,1295.3,0,0
45,134,1096.32,0,0
203,8,255.12,3,1
225,6,314.22,3,1
87,47,1010.6,1,0
190,35,542.03,3,1
44,37,990.88,0,0
71,22,536.6800000000001,1,0
41,46,867.31,0,0
78,20,432.2,1,0
57,19,414.2,1,0
24,135,3718.8,0,0
10,662,2607.87,0,0
8,294,3603.21,0,0
34,51,409.1,0,0
212,91,1522.75,3,1
24,90,1413.66,0,0
170,16,114.56,1,1
62,7,152.94,1,0
53,69,1800.07,0,0
261,24,389.44,3,1
67,123,3683.86,0,0
17,270,2619.91,0,0
267,13,752.4300000000001,3,1
177,2,46.95,1,1
45,135,5203.51,0,0
51,18,1035.45,1,0
17,124,746.83,0,0
9,258,5447.0,0,0
74,61,861.89,1,0
71,45,667.65,1,0
353,54,1141.24,3,1
3,133,1429.24,0,0
117,25,411.7,1,1
373,67,357.95,3,1
197,33,559.87,3,1
177,6,810.6000000000001,1,1
100,23,566.38,1,1
21,107,1509.58,0,0
72,17,2062.06,1,0
340,11,168.3,3,1
6,166,1570.81,0,0
31,109,823.97,0,0
170,8,142.5,1,1
122,17,302.25,1,1
22,118,2248.9900000000002,0,0
10,79,1328.55,0,0
269,20,301.9,3,1
23,27,598.2,0,0
127,11,233.22,1,1
26,162,5360.63,0,0
139,22,361.21999999999997,1,1
214,41,632.27,3,1
38,4,2560.0,0,0
106,42,706.57,1,1
18,37,616.26,0,0
3,16,274.15000000000003,0,0
331,14,226.37,3,1
64,151,2938.91,0,0
120,69,1341.65,1,1
35,19,328.15,0,0
218,3,404.40000000000003,3,1
172,56,1038.46,1,1
72,12,373.65000000000003,1,0
1,37,326.75,0,0
196,1,207.50000000000003,3,1
128,118,428.68,1,1
47,18,594.24,1,0
6,319,3110.96,0,0
14,319,3844.22,0,0
18,39,251.91,0,0
28,153,1593.2,0,0
8,45,26626.8,0,0
37,10,151.05,1,0
157,11,214.79999999999998,1,1
284,20,109.95,3,1
107,153,549.07,1,1
25,77,1971.87,0,0
75,15,322.41,1,0
16,47,370.47999999999996,0,0
158,2,101.10000000000001,1,1
44,38,575.41,0,0
11,92,887.65,0,0
32,235,1469.45,0,0
291,9,53.5,3,1
21,57,1116.47,0,0
333,8,153.9,3,1
18,28,494.44,0,0
4,94,6675.71,0,0
63,39,395.8,1,0
198,31,211.77,3,1
33,34,658.88,0,0
1,109,2027.5,0,0
7,66,1750.92,0,0
5,662,3512.53,0,0
10,106,896.66,0,0
32,81,734.77,0,0
53,5,109.36000000000001,1,0
12,53,707.04,0,0
18,51,1540.42,0,0
19,18,327.3,0,0
37,130,804.49,0,0
2,76,497.43,0,0
18,118,1553.66,0,0
82,228,1320.56,0,0
33,97,367.93,0,0
66,111,473.03000000000003,1,0
9,125,987.01,0,0
267,5,676.2,3,1
247,23,362.95,3,1
4,108,2157.4,0,0
61,32,1780.59,1,0
75,102,668.36,1,0
90,33,584.5,1,0
60,59,555.89,1,0
29,88,317.2,0,0
323,4,94.36,3,1
53,34,1382.07,1,0
270,45,221.19,3,1
2,330,3046.21,0,0
57,83,1555.34,0,0
61,210,1486.9,0,0
154,82,1705.8,1,1
19,73,408.57,0,0
95,29,303.93,1,1
1,186,4098.32,0,0
265,60,299.6,3,1
312,10,177.5,3,1
70,23,443.05,1,0
302,5,167.25,3,1
19,63,163.07,0,0
13,172,2126.93,0,0
36,232,2028.88,0,0
19,45,214.65,0,0
54,35,151.83,1,0
57,31,262.2,1,0
22,7,126.25,0,0
44,54,210.35,0,0
27,71,1051.4,0,0
45,102,675.27,0,0
113,51,972.23,1,1
17,369,34684.4,0,0
25,18,346.12,0,0
191,5,133.56,3,1
302,21,302.7,3,1
2,372,1908.25,0,0
263,9,241.06,3,1
106,2,284.55,1,1
57,6,300.85,1,0
213,83,642.81,3,1
64,8,287.4,1,0
28,17,184.26,0,0
29,109,1522.25,0,0
6,132,798.35,0,0
8,282,3640.67,0,0
67,24,381.2,1,0
2,174,616.79,0,0
46,84,654.67,0,0
34,63,230.51,0,0
1,3,168472.5,2,0
136,36,259.01,1,1
198,20,188.89000000000001,3,1
198,40,707.69,3,1
150,11,311.92,1,1
88,14,266.97,1,0
45,2,6.9,1,0
64,99,1841.18,1,0
99,111,2158.37,1,1
218,9,208.36,3,1
3,202,3482.7400000000002,0,0
28,135,814.72,0,0
178,33,151.42,1,1
74,3,136.0,1,0
21,82,1422.4,0,0
20,236,1314.68,0,0
34,148,1603.46,0,0
74,2,74.9,1,0
24,182,650.43,0,0
52,170,762.39,0,0
275,13,223.95000000000002,3,1
165,18,316.11,1,1
7,360,1871.5,0,0
88,28,544.3,1,0
64,146,2494.46,0,0
25,17,331.0,0,0
10,35,300.83,0,0
76,53,769.29,1,0
16,18,220.62,0,0
192,19,139.35,3,1
174,25,404.3,1,1
77,42,363.65,1,0
33,29,498.8,0,0
47,39,731.5,1,0
80,56,1351.63,1,0
297,50,826.53,3,1
3,97,684.41,0,0
9,95,1599.52,0,0
50,136,2965.69,0,0
161,15,100.97,1,1
360,19,365.45,3,1
5,11,400.86,0,0
107,84,1431.93,1,1
25,86,484.38,0,0
32,4,777.6,0,0
20,3,90.30000000000001,0,0
297,13,363.7,3,1
372,13,248.1,3,1
22,169,950.26,0,0
5,35,874.59,0,0
52,113,1627.13,0,0
30,6,101.69999999999999,0,0
277,17,162.7,3,1
61,40,484.32,1,0
25,13,215.07999999999998,0,0
186,156,1046.57,1,1
2,290,9418.470000000001,0,0
2,183,13027.45,0,0
172,15,290.36,1,1
81,14,228.06,1,0
4,17,244.41,0,0
190,30,455.25,3,1
22,77,1244.59,0,0
18,4,6748.8,0,0
19,177,1095.56,0,0
5,31,593.75,0,0
110,55,548.97,1,1
3,45,1388.81,0,0
54,5,119.62,1,0
165,3,339.3,1,1
291,25,787.15,3,1
10,981,4154.64,0,0
109,251,2298.97,1,1
96,32,922.12,1,1
243,17,379.73,3,1
163,84,5719.82,1,1
42,52,837.1,0,0
35,17,285.89,0,0
67,207,3313.79,0,0
24,11,281.85,0,0
1,460,8338.49,0,0
27,57,841.41,0,0
6,31,511.12,0,0
54,19,1077.74,1,0
364,3,173.7,3,1
15,18,614.66,0,0
194,35,865.6,3,1
3,5,124.2,0,0
15,126,3738.4,0,0
27,87,1421.69,0,0
127,57,1009.6,1,1
85,42,663.61,1,0
71,28,451.44,1,0
183,9,105.84,1,1
113,6,313.62,1,1
374,14,233.45,3,1
80,28,936.08,1,0
249,8,463.95,3,1
232,13,225.15,3,1
71,33,459.24,1,0
69,10,213.5,1,0
4,216,4113.68,0,0
51,27,330.03,1,0
75,53,181.09,1,0
61,85,360.16,1,0
16,12,250.15,0,0
4,7,90.04,0,0
286,10,145.04999999999998,3,1
4,62,813.52,0,0
41,31,244.79999999999998,0,0
36,29,528.08,0,0
75,34,482.47,1,0
18,172,3347.71,0,0
15,276,5493.46,0,0
219,6,75.66,3,1
186,10,129.49,3,1
33,66,1187.66,0,0
70,30,618.59,1,0
183,26,506.19,1,1
15,33,500.42,0,0
236,5,151.85,3,1
31,96,2647.59,0,0
264,14,226.21,3,1
4,9,178.96,0,0
52,29,813.48,1,0
246,5,129.45,3,1
81,48,810.5699999999999,1,0
275,23,333.08,3,1
1,179,4413.1,0,0
79,20,322.8,1,0
30,117,2188.05,0,0
74,64,417.73,1,0
17,152,2883.1,0,0
223,9,217.9,3,1
32,69,1154.47,0,0
23,94,1680.72,0,0
31,50,1257.51,0,0
106,12,231.10000000000002,1,1
5,34,688.33,0,0
246,27,487.51,3,1
178,62,833.78,1,1
170,14,214.06,1,1
43,19,290.65999999999997,1,0
72,24,518.42,1,0
59,118,6773.97,0,0
16,69,1212.66,0,0
141,29,601.27,1,1
18,261,3794.52,0,0
22,73,8625.8,0,0
10,208,933.62,0,0
368,8,123.24,3,1
189,2,39.12,3,1
16,16,1267.6499999999999,0,0
362,9,135.39999999999998,3,1
19,32,118.98,0,0
68,53,570.13,1,0
15,20,306.71999999999997,0,0
24,160,1374.8700000000001,0,0
17,252,4095.9,0,0
28,6,1692.27,0,0
2,114,8134.9400000000005,0,0
55,98,319.61,0,0
34,89,1592.1200000000001,0,0
3,163,3109.99,0,0
366,3,129.75,3,1
43,10,183.7,1,0
73,44,1770.34,1,0
5,30,1028.0,0,0
4,277,66653.56,0,0
61,62,324.24,1,0
47,585,3062.83,0,0
1,62,1260.86,0,0
76,13,422.59999999999997,1,0
72,12,225.57999999999998,1,0
256,3,1276.0,3,1
69,60,482.01,1,0
135,10,657.9000000000001,1,1
241,21,112.75,3,1
227,5,1998.0,3,1
9,308,5076.55,0,0
9,144,5398.3,0,0
1,270,14034.99,0,0
37,123,531.35,0,0
46,27,656.63,1,0
85,79,3029.87,1,0
19,402,2483.04,0,0
3,22,1651.03,0,0
9,447,3645.43,0,0
19,624,6923.13,0,0
219,93,1161.53,3,1
78,19,301.71999999999997,1,0
267,2,901.2,3,1
24,199,3858.38,0,0
369,45,623.75,3,1
15,201,1790.42,0,0
26,27,155.24,0,0
262,37,292.47,3,1
17,225,4730.81,0,0
91,43,589.15,1,1
302,151,781.02,3,1
26,185,1382.02,0,0
364,46,272.82,3,1
46,269,1054.67,0,0
38,660,7239.92,0,0
52,82,743.11,0,0
32,28,603.75,0,0
52,53,650.51,1,0
79,125,2300.56,1,0
53,1,417.59999999999997,1,0
298,1,3.75,3,1
177,13,323.0,1,1
47,1,464.9,1,0
29,191,2238.09,0,0
11,242,1304.76,0,0
87,357,7194.3,0,0
5,449,6697.66,0,0
38,42,836.06,0,0
18,69,1515.9,0,0
45,95,623.93,0,0
31,25,1764.72,0,0
373,9,207.5,3,1
58,34,223.92000000000002,1,0
372,2,2002.4,3,1
114,170,1496.83,1,1
215,13,239.4,3,1
319,7,106.83000000000001,3,1
65,22,369.34000000000003,1,0
8,42,789.79,0,0
97,13,316.62,1,1
20,89,1501.38,0,0
199,23,611.85,3,1
4,706,2799.25,0,0
294,1,34.0,3,1
273,34,1145.6,3,1
31,222,5580.6,0,0
48,54,478.09000000000003,0,0
260,40,380.39,3,1
58,145,770.1,0,0
33,255,2246.81,0,0
57,26,171.59,1,0
68,48,661.52,1,0
10,158,1695.66,0,0
60,76,388.28,1,0
80,50,226.35,1,0
74,16,245.94,1,0
2,333,10629.720000000001,0,0
100,60,425.19,1,1
372,17,311.25,3,1
10,190,2279.9,0,0
20,3,107.6,0,0
123,155,597.48,1,1
8,5,80.8,0,0
