Recency,Frequency,Monetary
362,9,135.39999999999998
19,32,118.98
68,53,570.13
15,20,306.71999999999997
24,160,1374.8700000000001
17,252,4095.9
28,6,1692.27
2,114,8134.9400000000005
55,98,319.61
34,89,1592.1200000000001
3,163,3109.99
366,3,129.75
43,10,183.7
73,44,1770.34
5,30,1028.0
4,277,66653.56
61,62,324.24
47,585,3062.83
1,62,1260.86
76,13,422.59999999999997
72,12,225.57999999999998
256,3,1276.0
69,60,482.01
135,10,657.9000000000001
241,21,112.75
227,5,1998.0
9,308,5076.55
9,144,5398.3
1,270,14034.99
37,123,531.35
46,27,656.63
85,79,3029.87
19,402,2483.04
3,22,1651.03
9,447,3645.43
19,624,6923.13
219,93,1161.53
78,19,301.71999999999997
267,2,901.2
24,199,3858.38
369,45,623.75
15,201,1790.42
26,27,155.24
262,37,292.47
17,225,4730.81
91,43,589.15
302,151,781.02
26,185,1382.02
364,46,272.82
46,269,1054.67
38,660,7239.92
52,82,743.11
32,28,603.75
52,53,650.51
79,125,2300.56
53,1,417.59999999999997
298,1,3.75
177,13,323.0
47,1,464.9
29,191,2238.09
11,242,1304.76
87,357,7194.3
5,449,6697.66
38,42,836.06
18,69,1515.9
45,95,623.93
31,25,1764.72
373,9,207.5
58,34,223.92000000000002
372,2,2002.4
114,170,1496.83
215,13,239.4
319,7,106.83000000000001
65,22,369.34000000000003
8,42,789.79
97,13,316.62
20,89,1501.38
199,23,611.85
4,706,2799.25
294,1,34.0
273,34,1145.6
31,222,5580.6
48,54,478.09000000000003
260,40,380.39
58,145,770.1
33,255,2246.81
57,26,171.59
68,48,661.52
10,158,1695.66
60,76,388.28
80,50,226.35
74,16,245.94
2,333,10629.720000000001
100,60,425.19
372,17,311.25
10,190,2279.9
20,3,107.6
123,155,597.48
8,5,80.8
4,93,1545.6200000000001
29,320,1721.78
282,12,110.38000000000001
57,16,243.84
1,285,1222.71
365,66,414.88
89,18,305.62
11,164,1201.49
163,76,1619.73
65,24,332.3
23,60,536.99
174,98,460.59
103,103,801.49
143,67,1121.59
99,23,288.42
23,149,914.69
192,15,309.54
5,28,547.07
361,15,479.35
8,449,1692.98
14,324,6509.1
103,28,417.06
3,86,1604.75
11,189,3349.57
96,26,497.61
227,38,358.38
16,26,460.64
39,28,775.1800000000001
51,22,341.7
93,8,128.5
157,11,197.22
39,23,325.91
184,12,199.15
1,47,1106.53
228,24,413.46
128,10,180.85
40,11,251.87
31,165,3170.98
197,25,588.85
9,266,16594.35
37,116,1869.82
101,63,1264.19
43,378,10196.57
50,11,214.32
43,12,193.44
53,14,281.42
187,8,124.57
334,19,332.41
4,20,342.45
10,9,144.91000000000003
24,19,328.4
15,2,35.400000000000006
369,10,375.69000000000005
145,52,747.81
60,6,173.76
31,26,502.8
141,11,207.73999999999998
23,128,825.42
22,137,2812.34
77,7,680.02
5,279,7123.62
67,112,2095.53
12,159,853.72
84,3,13.3
31,178,1519.08
67,1,432.0
67,39,705.12
187,38,276.73
38,26,429.84000000000003
15,101,471.51
35,37,194.88
195,135,1578.67
2,203,809.7
1,99,525.54
367,45,145.93
65,69,219.14
299,37,289.78
26,162,508.81
8,125,1281.56
17,79,887.11
116,44,1706.88
29,60,373.24
4,710,3754.27
5,208,3102.43
82,93,579.77
29,151,981.65
72,18,379.14
4,547,1510.06
29,101,2575.38
290,8,113.44
36,38,208.46
9,57,621.6800000000001
24,143,576.26
277,9,391.52
50,128,1068.82
156,327,2596.45
61,60,169.79
12,672,7247.61
21,83,846.75
371,14,230.25
116,6,543.05
80,209,2847.6
4,77,1295.39
26,54,380.55
5,898,4604.22
53,53,161.94
1,44,563.23
55,62,950.9300000000001
26,57,262.68
9,241,2736.38
52,305,3049.88
13,281,1920.59
212,33,816.73
22,249,4345.5
236,21,406.48
139,19,435.02
4,60,1286.27
57,42,1178.56
135,86,1277.75
109,16,167.61
30,1,20.8
1,54,2085.08
185,25,518.67
18,16,308.74
239,16,416.64
87,7,117.35000000000001
39,101,507.05
116,14,234.17
187,7,110.55000000000001
227,26,201.19
8,28,2154.97
189,21,319.02
4,31,439.43
39,42,650.41
38,41,357.21
267,2,251.51999999999998
78,39,344.33
4,89,1852.0
255,87,1078.96
61,22,384.06
13,148,1931.25
88,407,4481.35
17,120,5464.12
30,3,1873.2
3,129,1625.05
5,7,126.12
7,12,1133.25
219,1,179.0
11,93,1614.31
30,37,1456.96
288,12,702.0
150,4,295.0
23,23,484.82
1,169,3989.57
86,49,1493.73
46,44,1412.94
5,44,781.78
51,52,889.9300000000001
18,11,195.36
30,15,270.9
8,74,586.33
29,217,1842.56
3,252,8694.26
41,16,920.1
11,234,1272.61
31,7,71.0
45,3,95.85
61,9,357.77
185,4,154.82999999999998
79,153,890.29
111,2,716.0
64,11,146.87
12,22,380.35
86,28,1030.14
16,30,745.52
246,28,433.53000000000003
88,75,1267.32
30,22,112.4
138,15,449.73
27,70,1081.57
3,98,1044.3799999999999
32,102,1735.18
25,6,948.48
113,22,339.44
157,22,642.02
85,65,1100.9
118,43,925.35
3,318,5659.9800000000005
96,316,3228.84
194,43,247.14000000000001
28,92,413.75
131,13,498.48
28,83,1356.33
82,62,1179.89
30,516,3095.04
266,5,234.24
74,99,5232.2300000000005
314,70,538.37
21,78,1461.14
59,62,859.35
12,296,4552.14
28,143,2709.7000000000003
114,64,312.14
28,140,2429.03
18,174,1446.09
18,77,834.12
36,25,841.0799999999999
36,28,378.2
78,2,118.80000000000001
22,8,287.62
25,64,290.16
33,81,2003.85
109,52,1405.78
35,162,2949.75
123,187,1566.65
7,96,2050.08
28,115,1991.01
4,63,2043.95
3,195,3827.76
50,125,1777.78
322,14,302.0
23,74,1324.16
15,48,1022.13
2,211,954.42
18,65,971.74
10,42,1621.73
262,1,25.5
159,90,665.78
33,418,10815.43
29,117,885.04
165,12,163.29999999999998
47,30,248.61
6,127,808.62
8,39,837.5
288,9,116.19999999999999
318,10,157.02
3,35,606.91
233,18,307.46
119,7,138.32
162,9,345.29999999999995
185,32,298.89
50,40,259.35
152,260,1004.75
335,14,157.09
5,134,2463.17
16,27,4892.240000000001
107,24,425.0
16,52,1139.73
276,24,380.5
16,478,10668.47
247,20,465.32
239,15,579.0
1,48,984.57
106,35,749.78
23,81,1714.59
52,9,124.88
195,14,1689.5
24,14,213.78
75,23,329.34
18,20,251.70000000000002
8,13,319.0
32,67,1266.97
22,101,1538.88
31,229,3518.03
29,104,1715.46
22,5,293.1
33,144,2467.35
284,10,158.68
39,12,206.34
58,54,835.78
289,16,224.91
79,15,317.76
5,86,3766.6
218,4,59.9
44,63,1443.69
202,15,306.13
178,80,711.79
56,128,796.03
57,23,239.92000000000002
8,73,3347.31
47,2,144.0
227,10,203.95
11,84,2474.23
106,61,384.40000000000003
59,19,444.74
28,237,2095.13
36,32,1699.3000000000002
274,29,262.62
30,29,1013.01
24,96,692.22
54,40,342.63
36,152,3563.85
175,57,1564.56
54,13,384.08
53,7,204.24
27,211,2317.2200000000003
253,4,226.85
40,157,2781.23
60,103,1069.1200000000001
234,9,113.5
4,274,1960.72
32,25,114.23
24,472,3198.25
7,63,335.13
65,28,354.15
310,49,426.79
309,21,393.49
19,47,939.32
16,208,1906.09
96,47,318.76
264,69,3638.41
12,541,3174.32
3,36,421.52
35,25,190.88
183,14,149.89000000000001
25,29,550.06
13,105,916.13
11,19,314.69
3,566,3744.65
313,15,382.5
108,40,1135.04
1,400,8676.85
53,31,954.9
205,9,171.45
15,55,282.19
120,69,318.65
4,57,384.52
363,39,283.28000000000003
117,87,353.86
18,18,178.26
5,112,272.44
41,78,298.41
107,16,240.0
148,124,603.37
52,12,1253.3600000000001
208,23,63.440000000000005
139,127,562.9
2,80,310.64
127,38,317.62
108,6,763.64
42,114,2148.63
35,27,111.97999999999999
228,69,1065.3500000000001
241,15,246.04
58,9,187.82999999999998
130,94,1703.41
60,292,1652.58
22,45,153.92
26,124,1064.11
9,142,1419.73
32,111,944.41
4,102,525.24
308,1,550.8000000000001
8,135,1875.1100000000001
29,69,556.95
17,51,131.78
101,30,498.42
12,57,669.11
21,66,197.63
15,79,1135.63
361,53,250.04
11,66,8631.31
95,12,82.75
78,55,1384.85
139,14,644.3
31,24,2328.84
25,131,2527.92
2,473,6292.26
46,9,2600.34
100,73,1200.6200000000001
8,107,700.86
15,200,921.07
18,50,990.23
280,6,96.8
14,33,523.11
23,6,363.9
124,1,175.2
86,28,494.25
302,11,307.02
151,543,2027.8700000000001
17,753,6643.93
94,9,243.36
30,407,12353.29
157,183,781.36
355,17,193.64
46,32,160.57
15,87,537.74
4,500,2676.56
86,1,228.96
15,215,1159.52
179,9,110.75
8,71,1286.07
36,27,587.15
129,8,1740.0
51,16,1393.06
312,19,178.22
24,45,388.14
303,59,365.85
11,15,127.86
17,132,585.79
49,29,488.2
239,35,312.23
1,411,4481.18
13,468,4801.56
238,34,168.4
23,111,1912.67
73,33,446.18
17,87,423.89
41,253,1342.68
40,57,646.92
219,28,495.77
199,69,400.1
71,24,203.2
24,418,4100.92
11,83,404.66
9,109,20275.61
65,2,65.4
4,51,199.29
19,15,336.4
15,47,261.11
8,28,2686.42
20,78,784.11
78,15,1259.56
1,213,31833.68
164,3,508.8
307,62,457.91
219,4,203.86999999999998
39,27,7330.8
22,92,696.41
115,38,653.38
126,213,2129.96
5,59,2633.85
36,33,281.62
4,198,31906.82
1,82,1031.41
333,113,2200.42
163,2,32.65
185,13,771.85
16,64,1214.72
12,41,778.94
3,66,1258.06
44,6,778.0
80,14,507.84
30,269,6893.42
42,30,463.46000000000004
11,206,4226.57
50,30,598.83
16,117,1979.37
46,26,698.41
19,43,759.17
8,271,5037.26
72,2,100.8
1,328,17256.85
128,39,524.9200000000001
33,14,265.76
313,43,403.3
18,48,365.76
88,54,303.15999999999997
2,134,2373.82
2,9,216.29999999999998
254,17,388.45000000000005
157,5,186.42000000000002
37,135,2248.56
220,1,534.24
148,135,2940.04
177,9,120.9
40,36,541.53
2,277,2520.86
8,337,194550.79
1,100,1721.4
18,19,486.71999999999997
192,61,517.53
204,8,131.7
365,17,249.86
127,19,1737.7
15,54,316.5
43,111,657.3
94,29,622.4300000000001
23,111,757.46
60,27,675.69
16,215,1896.41
158,9,289.96000000000004
10,41,763.28
10,5,137.0
16,88,1870.97
45,78,1125.07
191,181,710.29
79,14,194.37
78,29,511.82
4,82,1255.59
65,21,414.04
261,24,396.87
59,29,376.64
1,76,2092.32
1,109,3558.87
248,12,374.57
8,27,497.56
359,10,271.05
76,17,272.22
290,40,622.88
17,5,1138.0
221,18,288.6
9,28,689.1
3,38,558.96
206,127,2997.0299999999997
162,52,1145.84
76,14,302.2
262,88,605.58
281,22,387.31
58,366,6115.14
25,20,308.48
3,963,91062.38
29,105,2924.9900000000002
72,6,513.2
128,40,208.65
31,87,639.02
15,137,768.08
309,11,153.94
17,82,1844.02
54,30,546.81
30,45,723.2099999999999
2,73,1070.71
11,33,652.74
361,6,145.0
360,9,422.70000000000005
5,19,1195.8999999999999
54,47,939.37
1,253,3628.5
1,394,2385.0
190,14,296.7
54,9,223.36
280,13,164.4
177,3,76.5
30,75,897.62
26,9,98.42
25,25,578.9
270,25,170.75
43,145,645.96
234,5,103.3
24,6,148.86
197,42,267.16
359,43,306.84
60,49,930.41
130,2,1487.6
1,88,1952.45
20,106,483.26
206,6,157.9
14,34,541.46
95,27,854.95
19,46,167.62
14,63,1122.38
24,49,454.01
8,152,901.21
7,165,4331.48
332,29,344.14
50,299,1498.51
71,12,226.75000000000003
29,25,380.6
243,8,185.65
8,411,3622.68
218,5,143.45999999999998
5,50,448.90000000000003
253,45,215.72
1,440,11045.04
236,29,175.27
7,35,1242.3
109,214,1133.07
100,23,1240.2
60,253,2404.17
2,201,1479.22
73,166,2225.9700000000003
4,213,3927.34
85,50,993.18
12,83,388.79
23,270,2827.93
214,55,2044.3700000000001
18,13,161.67000000000002
239,9,116.00999999999999
2,560,5102.97
78,11,394.72
217,63,309.36
33,59,193.42
41,237,1112.22
7,576,3984.22
53,135,2048.45
23,312,4559.150000000001
57,100,390.07
130,14,329.6
174,3,571.1999999999999
6,78,971.58
312,77,218.52
60,4,81.44
21,26,1379.9
33,33,527.0500000000001
15,50,843.48
18,315,2047.0
81,5,75.75
6,123,1814.12
170,26,503.59999999999997
2,39,528.33
31,70,1324.84
36,297,2361.9700000000003
19,20,285.56
31,35,547.0600000000001
276,7,108.5
87,5,621.66
120,40,712.29
373,8,101.55
1,157,2895.64
219,51,1008.39
65,7,133.06
61,91,1797.5
138,52,868.49
21,8,166.08
12,232,3945.0
25,259,4867.72
37,44,1207.56
277,22,117.55
11,91,2638.94
73,82,1674.69
26,19,595.42
17,158,2999.46
141,45,196.0
26,86,1802.91
19,43,604.64
4,18,728.16
66,117,2055.51
1,15,347.75
43,68,3406.7200000000003
228,11,205.7
16,53,1572.71
50,110,3178.17
2,227,1629.12
74,27,551.04
1,705,20374.28
4,78,1387.68
2,304,16363.23
264,16,298.11
53,30,1992.1100000000001
24,11,184.4
10,118,2474.33
44,15,239.41
17,130,3191.53
7,286,5739.46
30,256,4757.95
358,19,290.40000000000003
127,46,740.9399999999999
137,16,200.47
142,15,283.12
132,35,765.34
38,115,2285.71
236,19,338.95
261,8,154.95
17,142,2534.64
253,24,417.95
30,74,1824.37
35,55,798.74
169,31,885.19
3,103,1823.52
4,382,10504.49
185,5,152.4
188,35,267.08
170,7,137.45
11,23,385.1
45,29,522.91
321,10,153.0
201,1,326.4
23,245,5655.99
232,6,139.35
38,274,5396.04
26,50,1195.94
96,115,2424.04
127,10,3276.4000000000005
71,40,1033.0
16,192,3439.08
15,66,1060.25
4,165,2876.01
3,218,5298.4800000000005
79,67,1240.11
373,18,303.97
39,35,692.19
54,43,700.63
2,690,13110.02
9,25,377.44
9,10,168.24
19,97,1879.05
12,47,2791.35
113,15,355.11
4,136,2322.4
240,6,110.25
113,1,71.4
178,35,674.52
5,193,1797.57
359,1,80.64
1,92,1772.26
1,741,5605.29
19,412,3456.7000000000003
17,95,834.99
22,25,287.59
33,19,712.78
263,1,15.0
51,75,818.8199999999999
159,57,371.88
15,21,271.2
8,105,2273.1800000000003
13,310,3997.98
199,38,1143.27
57,54,245.81
11,53,182.77
97,156,1225.41
255,3,56.4
25,194,665.86
21,82,658.57
159,12,188.02
72,67,283.47
53,13,131.94
85,72,278.74
153,134,1865.19
74,5,1117.9
281,14,225.9
27,190,1965.55
30,10,106.1
25,58,323.04
180,46,350.39
40,82,697.9
22,111,780.43
22,408,3055.93
37,104,1199.01
82,140,1285.04
74,10,512.31
11,43,546.04
16,61,5411.91
4,851,7837.7300000000005
13,141,732.16
14,371,1770.8799999999999
37,17,36.56
4,33,387.68
72,48,3704.87
51,13,298.4
5,220,1995.46
23,67,1820.09
299,30,889.24
2,23,398.7
33,2,35.400000000000006
50,61,155.37
3,61,350.64
47,24,110.21000000000001
42,169,1593.38
27,121,2779.3
42,56,338.8
2,7847,40991.57
303,37,205.48
107,5,51.559999999999995
85,1,2033.1
81,51,901.1999999999999
218,26,605.8000000000001
372,297,5391.21
12,24,114.34
185,15,311.26
373,17,208.97
2,15,1418.03
4,54,26879.04
6,199,5155.66
305,25,148.21
369,58,252.8
3,222,2100.8
324,11,330.9
59,148,3160.0
13,102,597.5
31,370,10526.32
143,9,329.65
30,79,1197.1000000000001
107,40,428.18
2,279,1894.35
205,10,155.9
80,44,1859.16
185,46,683.46
170,12,237.61
44,26,379.45
174,6,178.51999999999998
365,26,458.92
304,8,133.35000000000002
3,145,671.77
4,117,717.45
12,64,190.19
32,109,899.61
129,10,111.35
21,67,726.05
212,21,203.87
323,94,602.09
162,34,203.85999999999999
56,28,244.1
225,16,112.25
72,193,1119.81
44,16,98.0
23,2,256.32
173,114,566.6
85,28,152.06
159,32,155.8
190,6,112.19999999999999
29,19,110.38
21,38,191.67
71,34,800.24
247,12,72.9
374,58,243.28
9,39,366.23
310,38,311.01
59,59,411.6
4,80,336.43
45,94,341.28
88,23,1304.04
4,696,4204.1
64,145,826.52
282,1,207.50000000000003
12,31,2962.5
373,1,244.08
133,21,397.29
45,23,212.54
11,5,843.0
36,39,1740.48
134,65,408.36
29,90,1331.57
52,21,704.25
138,29,145.79
5,77,389.84
9,43,4301.22
160,12,99.14
49,19,4106.4400000000005
131,2,304.56
8,2,77.50000000000001
233,20,149.57999999999998
37,9,176.68
147,1,358.56000000000006
1,70,58510.48
72,71,482.2
40,20,1008.5400000000001
5,485,2332.72
199,19,557.3
249,1,12.75
66,31,111.68
117,7,508.4599999999999
171,26,73.78
21,249,1296.44
142,35,102.83
32,104,471.7
38,329,2622.57
38,68,1098.43
372,48,123.07
374,85,277.35
166,14,228.2
211,31,582.59
242,31,136.04
52,15,337.04
25,179,740.79
15,296,4488.81
372,65,353.19
29,21,288.14
365,12,300.91999999999996
36,146,757.71
166,30,811.45
145,48,152.68
22,23,634.95
56,1,20.8
185,13,198.57
12,38,201.12
237,29,630.84
225,5,93.35
122,81,678.49
282,2,76.1
74,166,1970.6699999999998
37,93,382.06
12,58,417.23
362,40,169.47
4,60,249.72
23,22,444.68
70,30,2116.19
235,32,257.34
257,14,174.8
373,28,102.78999999999999
155,31,187.29
28,32,166.42
4,46,120.03
32,123,1483.56
81,3,523.0
108,29,122.14
52,5,38.45
36,191,668.11
153,21,389.78
99,21,115.31
4,9,230.64999999999998
334,5,73.5
65,34,97.97
22,112,422.88
36,53,730.4
32,96,405.62
154,19,70.02
19,19,357.20000000000005
12,472,4183.39
54,7,165.04999999999998
25,121,559.51
4,127,2088.6
45,47,189.4
203,7,172.29000000000002
359,5,74.4
71,20,300.02
7,360,6784.1900000000005
288,19,363.65
10,3,170.16
23,19,306.46
22,46,2119.41
173,27,720.52
133,7,814.0
6,137,2392.83
75,10,318.0
40,37,396.33
289,1,101.69999999999999
26,470,2036.67
258,25,453.0
186,18,247.44
114,73,3877.5200000000004
374,13,489.6
23,142,2611.75
8,227,2633.0099999999998
217,29,336.13
45,127,3651.97
19,2,1231.5
36,17,343.45
26,73,703.37
16,1,90.47999999999999
330,29,689.95
274,7,101.34
98,2,4055.7199999999993
61,39,167.67000000000002
2,89,9068.26
93,36,2106.52
82,70,3017.3
313,21,580.0500000000001
12,213,911.15
8,108,2697.8
127,19,168.31
11,41,223.65
1,431,259657.3
37,38,754.64
38,18,113.48000000000002
330,39,430.7
254,17,271.0
2,444,8052.97
20,46,236.3
12,26,352.69
369,1,76.32000000000001
290,28,220.1
68,378,1418.03
26,74,320.72
11,1279,5653.82
368,30,181.12
214,17,111.15
149,32,673.1
8,364,1826.21
24,36,589.4399999999999
30,196,1142.99
61,56,206.82999999999998
19,47,348.73
243,14,112.55000000000001
15,70,1059.39
212,1,931.4999999999999
29,20,681.9100000000001
63,38,784.33
295,8,152.65
18,159,8438.34
157,15,1019.52
117,61,1000.16
8,43,2888.75
13,221,2861.55
141,10,160.35000000000002
46,7,179.33999999999997
51,16,612.0799999999999
32,37,566.58
135,38,653.35
3,21,399.19
75,25,371.62
13,140,734.94
9,34,453.4
301,23,530.15
57,39,638.0600000000001
15,80,1618.69
37,24,399.65000000000003
177,10,302.46000000000004
23,37,1384.8600000000001
176,131,1169.94
61,9,202.65
33,38,980.31
59,54,1231.31
15,189,7561.68
87,31,2106.84
7,1,104.0
358,30,476.35
31,74,1341.42
129,97,1590.81
9,90,1793.17
5,119,1843.75
24,44,382.8
227,37,632.07
15,1,49.8
249,17,304.25
15,71,2001.04
78,68,1090.24
192,15,284.46000000000004
262,7,207.79999999999998
72,45,957.97
165,16,243.76
82,7,973.8399999999999
95,141,689.13
4,159,5425.56
106,32,163.8
200,68,1396.99
157,19,160.42000000000002
71,200,1993.7
36,32,517.36
29,8,139.10000000000002
2,134,2621.38
26,42,600.07
326,43,248.42
237,15,232.48000000000002
89,13,299.34000000000003
31,26,481.75
29,31,621.75
211,21,662.08
3,114,2069.77
227,2,305.28000000000003
22,64,1041.61
93,19,443.0
5,272,6484.54
264,10,158.95000000000002
3,271,5509.12
44,242,5228.05
218,5,93.75
57,30,779.9
12,164,7276.900000000001
9,86,2810.2000000000003
192,124,2083.27
82,37,592.97
326,1,440.0
72,104,1796.48
30,49,882.24
3,61,987.1
219,88,1561.6100000000001
46,6,422.58
10,104,2073.09
72,78,2232.4900000000002
7,175,2567.06
24,4,596.1
123,47,804.02
17,8,95.34
310,21,349.27
87,16,4314.72
51,98,526.67
89,6,103.3
39,118,2337.63
25,42,2338.6000000000004
173,134,2643.2000000000003
43,21,324.24
140,13,149.48
26,61,1213.1599999999999
72,46,801.51
134,1,25.5
366,7,168.6
38,11,283.15
3,166,3078.58
2,3,204.0
30,11,175.92
44,14,335.86
58,8,110.38
74,9,173.9
278,10,180.60000000000002
181,7,80.82
8,12,178.05
4,756,2094.88
43,70,1837.28
